IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Code;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
9808065;SABUK NUSANTARA 65;;;;;;9,00;0,000;9,000;2017-04;0;YBRO2;KI;Indonesia;200;2017-04;3,6;0;  Unknown;9991001;;2,400;133;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6HYM-WET;165;4;Oil;2;1950;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;  Unknown;9991001;520;2016-01;0,000;2018-10-29;2016-11;44,300;525101037;Indonesia Govt Jenderal Hubla;5162961;2016-02;Oil Engine(s), Geared Drive;0;Indonesia Govt Jenderal Hubla;5162961;0;;;0;12,00;General Cargo/Passenger Ship;;Karimun Marine Shipyard PT;IDA341050;Indonesia Govt Jenderal Hubla;5162961;In Service/Commission;  Unknown;9991001;0;2017
9808077;SABUK NUSANTARA 66;;;;;;9,00;0,000;9,000;2017-04;0;YBRN2;KI;Indonesia;200;2017-04;3,6;0;  Unknown;9991001;;2,400;133;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6HYM-WET;165;4;Oil;2;1950;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;  Unknown;9991001;520;2016-01;0,000;2018-10-24;2016-11;44,300;525101036;Indonesia Govt Jenderal Hubla;5162961;2016-02;Oil Engine(s), Geared Drive;0;Indonesia Govt Jenderal Hubla;5162961;0;;;0;12,00;General Cargo/Passenger Ship;;Karimun Marine Shipyard PT;IDA341050;Indonesia Govt Jenderal Hubla;5162961;In Service/Commission;  Unknown;9991001;0;2017
9808754;SABUK NUSANTARA 63;;;;;;10,40;0,000;10,400;2016-11;0;YBNU2;KI;Indonesia;500;2016-11;4,2;0;  Unknown;9991001;;2,850;150;Mitsubishi Heavy Industries Ltd - Japan;6;Mitsubishi;S6A3-MPK2;175;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;898;2015-09;0,000;2018-05-03;2016-02;51,800;525101007;Indonesia Govt Min Land Comms;1067542;2015-06;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Land Comms;1067542;0;;;0;0,00;General Cargo/Passenger Ship;;Dok Bahari Nusantara PT;IDA378050;Indonesia Govt Min Land Comms;1067542;In Service/Commission;  Unknown;9991001;0;2016
9808766;SABUK NUSANTARA 64;;;;;;10,40;0,000;10,400;2017-04;0;YBNV2;KI;Indonesia;500;2017-04;4,2;0;  Unknown;9991001;;2,850;150;Mitsubishi Heavy Industries Ltd - Japan;6;Mitsubishi;S6A3-MPK2;175;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;898;2015-09;0,000;2018-10-03;2016-03;51,800;525101006;Indonesia Govt Min Land Comms;1067542;2015-06;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Land Comms;1067542;0;;;0;0,00;General Cargo/Passenger Ship;;Dok Bahari Nusantara PT;IDA378050;Indonesia Govt Min Land Comms;1067542;In Service/Commission;  Unknown;9991001;0;2017
9813759;SABUK NUSANTARA 101;Cummins;Cummins;6CTA8.3-M;4;157;12,00;0,000;12,000;2018-09;0;YBWA2;KI;Indonesia;505;2018-09;4;1813;  Unknown;9991001;;2,700;170;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6EY17W;230;4;Oil;2;1450;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;1206;2015-12;0,000;2018-12-06;2017-03;62,800;525101043;Indonesia Govt Min Sea Comms;0180006;2015-12;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;Indonesia Govt Min Sea Comms;0180006;0;2018
9813761;SABUK NUSANTARA 102;Cummins;Cummins;6CTA8.3-M;4;157;12,00;0,000;12,000;2018-09;0;YBWB2;KI;Indonesia;505;2018-09;4;0;  Unknown;9991001;;2,700;170;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6EY17W;230;4;Oil;2;1450;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;1258;2015-12;0,000;2018-11-21;2017-03;62,800;525101044;Indonesia Govt Min Sea Comms;0180006;2015-12;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;  Unknown;9991001;0;2018
9813773;SABUK NUSANTARA 103;Cummins;Cummins;6CTA8.3-M;4;157;12,00;0,000;12,000;2018-11;0;YCDL2;KI;Indonesia;505;2018-11;4;0;  Unknown;9991001;;2,700;170;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6EY17W;230;4;Oil;2;1450;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;1206;2015-12;0,000;2018-11-28;2017-05;62,800;525101077;Indonesia Govt Min Sea Comms;0180006;2015-12;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;  Unknown;9991001;0;2018
9813785;SABUK NUSANTARA 104;;;;;;12,00;0,000;12,000;2018-11;0;YCDM2;KI;Indonesia;505;2018-11;4;0;  Unknown;9991001;;2,700;170;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6EY17W;230;4;Oil;2;1450;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;1206;2015-12;0,000;2018-12-06;2017-05;62,800;525101076;Indonesia Govt Min Sea Comms;0180006;2015-12;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;Indonesia Govt Min Sea Comms;0180006;0;2018
9813797;SABUK NUSANTARA 105;Cummins;Cummins;6CTA8.3-M;4;157;12,00;0,000;12,000;2018-11;0;YCFG2;KI;Indonesia;505;2018-11;4;0;  Unknown;9991001;;2,700;170;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6EY17W;230;4;Oil;2;1450;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;1259;2015-12;0,000;2018-11-21;2018-03;62,800;525101086;Indonesia Govt Min Sea Comms;0180006;2015-12;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;Indonesia Govt Min Sea Comms;0180006;0;2018
9815733;SABUK NUSANTARA 59;Cummins;Cummins;6BTA5.9-GM100;4;80;12,00;0,000;12,000;2016-10;0;YBNN2;KI;Indonesia;750;2016-10;4,5;0;  Unknown;9991001;;2,890;155;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6AYM-WET;180;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;1168;2015-09;0,000;2018-11-02;2016-08;58,500;525119001;Indonesia Govt Min Sea Comms;0180006;2015-06;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Mariana Bahagia;IDA084056;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;  Unknown;9991001;0;2016
9815745;SABUK NUSANTARA 61;Cummins;Cummins;6BTA5.9-GM100;4;80;12,00;0,000;12,000;2016-10;0;YBNO2;KI;Indonesia;750;2016-10;4,5;0;  Unknown;9991001;;2,890;155;Yanmar Diesel Engine Co Ltd - Japan;6;Yanmar;6AYM-WET;180;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;1168;2015-09;0,000;2018-11-02;2016-08;58,500;525001189;Indonesia Govt Min Sea Comms;0180006;2015-06;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Mariana Bahagia;IDA084056;Indonesia Govt Min Sea Comms;0180006;In Service/Commission;  Unknown;9991001;0;2016
9816957;SABUK NUSANTARA 81;;;;;;14,00;0,000;14,000;2019-02;0;;KI;Indonesia;565;;6,2;0;;;;2,900;155;Yanmar Diesel Engine Co Ltd - Japan;12;Yanmar;12AYM-WST;180;4;Oil;2;1900;Indonesia;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Indonesia Govt;0273746;2020;2015-12;0,000;2018-11-30;;68,500;;Indonesia Govt Min Sea Comms;0180006;2015-06;Oil Engine(s), Geared Drive;0;Indonesia Govt Min Sea Comms;0180006;0;;;0;12,00;General Cargo/Passenger Ship;;Dumas;IDA044059;Indonesia Govt Min Sea Comms;0180006;Keel Laid;  Unknown;9991001;0;2019
