IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Control;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
9286308;ANUSORNKUL 3;;;;;;8,00;0,000;8,000;2002-05;0;;CR;Chinese Taipei;994;1993-12;7,9;0;  Unknown;9991001;;5,230;280;MAN B&W Diesel A/S - Denmark;8;Caterpillar;3508TA;190;4;Oil;1;1850;Norway;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;170;2000-10;0,000;2017-08-14;;38,000;416064900;Lin C-Y;4243473;1986-01;Oil Engine(s), Geared Drive;0;Lin C-Y;4243473;0;;;0;12,00;Fish Factory Ship;;Komuny Paryskiej Stocznia;POL003018;Uthafsskip ehf;5588255;In Service/Commission;Uthafsskip ehf;5588255;0;1974
9286322;CHOKELAP 6;;;;;;7,00;7,000;0,000;2002-06;0;;CS;Croatia;0;2017-12;3,8;200;  Unknown;9991001;;0,000;0;Yanmar Diesel Engine Co Ltd - Japan;8;Caterpillar;3508B;190;4;Oil;1;;Norway (Nis);0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;499;2003-09;0,000;2010-02-11;2003-12;64,590;416110700;Her Shuen Fishery Co Ltd;4222941;1966-09;Oil Engine(s), Direct Drive;0;Her Shuen Fishery Co Ltd;4222941;0;;;0;12,00;Fish Factory Ship;;Burton Shipyard Port Arth;USA042051;Trident Seafoods Corp;0409722;In Service/Commission;  Unknown;9991001;0;1973
9286334;SRI NAKORN 23;;;;;;7,50;7,500;0,000;2002-07;0;;FA;Japan;400;2018-07;0;0;  Unknown;9991001;;3,600;260;Yanmar Diesel Engine Co Ltd - Japan;8;Caterpillar;3508B;190;4;Oil;1;;Chile;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Gaso Naeringsutvikling AS;Norway;299;2018-12;0,000;2019-01-15;;25,350;416138600;Chiao WL;4213307;1974-12;Oil Engine(s), Geared Drive;0;Chiao WL;4213307;0;;;0;12,00;Fish Carrier;;Kanasashi Zosen - Shizuoka;JPN013012;Her Shuen Fishery Co Ltd;4222941;In Service/Commission;  Unknown;9991001;0;1969
9286346;HOR CHOKBOONCHAI 1;;;;;;7,50;7,500;0,000;2002-06;0;;FA;Japan;0;2018-03;0;0;  Unknown;9991001;;0,000;135;Unknown;8;Caterpillar;3508B;190;4;Oil;2;1800;Canada;;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;794;1980-05;0,000;2018-03-23;1980-10;46,160;416223800;Lin YH;4212136;2007-01;Oil Engine(s), Geared Drive;0;Lin YH;4212136;0;;;0;12,00;Fish Factory Ship;;Watanabe Zosen KK - Imabari;JPN202065;Sanguansin Fish Meal;1609446;In Service/Commission;  Unknown;9991001;0;1967
9286358;CHANA CHOKE 5;;;;;;9,75;9,750;9,750;2002-02;0;HSB3854;FA;Turkey;4500;;5,9;0;;;;5,320;260;Yanmar Diesel Engine Co Ltd - Japan;8;Caterpillar;3508;190;4;Oil;1;1600;Canada;75,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Senegal Govt;Senegal;485;1986-11;0,000;2011-10-25;1987-02;54,770;416235900;Taiwan Govt Fisheries Research;0405265;2011-01;Oil Engine(s), Direct Drive;0;Taiwan Govt Fisheries Research;0405265;0;;;0;12,00;Fish Carrier;;Kanasashi Zosen - Shizuoka;JPN013012;Chiarpesca SA;5956332;To Be Broken Up;  Unknown;9991001;0;1975
9286360;MATCHA;;;;;;7,50;7,500;0,000;2002-07;0;;FA;Japan;0;2018-09;0;0;  Unknown;9991001;;0,000;210;Yanmar Diesel Engine Co Ltd - Japan;8;Hyundai Himsen;8H25/33P;330;4;Oil;2;900;Korea, South;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;China Govt;China, People's Republic Of;2873;2018-01;0,000;2018-12-19;;84,500;416471000;Taiwan Govt Coast Guard;4043797;2010-03;Oil Engine(s), Geared Drive;0;Taiwan Govt Coast Guard;4043797;0;;;0;12,00;Fish Factory Ship;;Burton Shipyard Port Arth;USA042051;Snopac Products Inc;1260371;In Service/Commission;  Unknown;9991001;0;1978
9286372;WOR PONGPAN;;;;;;8,00;8,000;0,000;2002-02;0;;FA;Japan;66;;0;0;;;;2,750;230;Daihatsu Diesel Manufacturing Co Lt - Japan;8;Hyundai Himsen;8H25/33P;330;4;Oil;2;900;Korea, South;0,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Algeria Govt;Algeria;205;1982-07;0,000;2018-06-25;1982-12;25,660;416473000;Taiwan Govt Coast Guard;4043797;2010-03;Oil Engine(s), Direct Drive;0;Taiwan Govt Coast Guard;4043797;0;;;0;12,00;Fish Carrier;;Kanasashi Zosen - Shizuoka;JPN013012;Jetbridge Ltd;5456839;In Service/Commission;Jetbridge Ltd;5456839;0;1974
9286384;GOR JUMPOL 22;;;;;;8,00;8,000;0,000;2002-04;0;;FA;Japan;1124;2018-01;7,45;0;  Unknown;9991001;;5,100;320;Daihatsu Diesel Manufacturing Co Lt - Japan;8;Caterpillar;3508;190;4;Oil;1;1600;Italy;215,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;  Unknown;;144;;0,000;2018-01-23;;38,050;416542000;Her Wen Fishery Co Ltd;4213837;1987-01;Oil Engine(s), Geared Drive;0;Her Wen Fishery Co Ltd;4213837;0;;;0;12,00;Fishery Research Vessel;;Miho Shimizu;JPN138015;Chile Govt Min Economia;0595179;In Service/Commission;  Unknown;9991001;0;1991
9286396;BRIGHTSKY;;;;;;7,50;7,500;0,000;2002-01;0;;FA;Turkey;4500;;5,9;0;;;;5,320;260;Yanmar Diesel Engine Co Ltd - Japan;8;Wartsila;8L20;280;4;Oil;1;1000;Norway;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;China Govt;China, People's Republic Of;298;;0,000;2012-05-11;;46,390;416904000;Taiwan Govt Fisheries Research;0405265;1990-04;Oil Engine(s), Electric Drive;0;Taiwan Govt Fisheries Research;0405265;0;;;0;12,00;Fishery Patrol Vessel;;Ocean Indien;MTS003050;CSP Madagascar;5314700;In Service/Commission;  Unknown;9991001;0;2007
9286401;RAINBOW;;;;;;7,65;7,650;0,000;2002-07;0;;FA;Japan;0;2018-03;0;0;  Unknown;9991001;;0,000;0;Unknown;8;Wartsila;8L20;280;4;Oil;1;1000;Norway;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Scotland Govt;United Kingdom;2181;2004-06;0,000;2017-03-07;2005-04;84,000;416907000;Taiwan Govt;0712071;1983-08;Oil Engine(s), Geared Drive;0;National Taiwan University;1205683;0;;;0;12,00;Fishery Research Vessel;;Dannebrog Vaerft A/S;DEN002053;DTU Aqua;5528328;In Service/Commission;DTU Aqua;5528328;0;1981
