IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Control;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
8770730;JB 115;Scania;Scania;DI16 M;4;190;32,20;0,000;32,200;2009-05;0;C6XK2;VL;Indonesia;0;2009-05;5;0;Jack-Up Barge BV;4121917;20190507;3,555;0;Unknown;;Non-Propelled;;0;;;0;;Bahamas;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;  Unknown;;3621;2008-01;0,000;2019-02-26;2008-09;55,500;311012100;Jack-Up Barge BV;4121917;2007-00;Non-Propelled;0;Self Elevating Platform JB 115;5804401;0;;;0;0,00;Support Platform, jack up;;Nanindah Mutiara Shipyard;IDA011051;Jack-Up Barge BV;4121917;In Service/Commission;Jack-Up Barge BV;4121917;0;2009
8770742;JB 111;;;;;;21,94;21,940;0,000;2008-09;0;;;Singapore;0;2008-09;2,9;0;  Unknown;9991001;;0,000;0;Unknown;;Non-Propelled;;0;;;0;;India;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;Larsen & Toubro;India;500;;0,000;2017-10-12;2008-06;30,480;;Larsen & Toubro;0790852;2008-00;Non-Propelled;0;Larsen & Toubro;0790852;0;;;0;0,00;Support Platform, jack up;;Offshore Construction Services;SNG072024;Larsen & Toubro;0790852;In Service/Commission;  Unknown;9991001;0;2008
8770754;ZHONG YOU HAI 9;;;;;;53,34;53,340;0,000;2008-12;0;D5NX9;CC;China, People's Republic Of;0;2008-12;7,62;0;  Unknown;9991001;;4,470;0;Unknown;;Non-Propelled;;0;;;0;;Liberia;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;China National Petroleum Corp;China, People's Republic Of;5131;2007-11;0,000;2019-01-08;2008-05;54,860;636018045;CNPC Offshore Engineering Co;4115958;2006-09;Non-Propelled;0;CNPC Offshore Engineering Co;4115958;0;;;0;0,00;Drilling Rig, jack up;;Dalian Shipbuilding Offshore;CHR455050;Zhejiang Baohong Shipping Co;5157921;In Service/Commission;CNPC Offshore Engineering Co;4115958;0;2008
8770766;WEST PEGASUS;;;;;;72,69;0,000;72,690;2011-03;0;9V9395;VL;Russia;0;2011-03;38,63;0;Seadrill Management Ltd;5747591;20190218;9,850;320;Rolls-Royce Marine AS - Norway;12;Bergens;B32:40V12P;400;4;Oil;8;750;Singapore;0,00;0,00;0,00;0,00;Yes, But Type Not Known;Not Applicable;0;Seadrill Ltd;Norway;39833;2007-10;0,000;2018-09-26;2008-07;118,560;566012000;Seadrill Pegasus Pte Ltd;5599158;2007-05;Oil Engine(s), Electric Drive;0;Seadrill Pegasus Pte Ltd;5599158;0;;;0;0,00;Drilling Rig, semi Submersible;;Vyborgskiy;RUS018030;Seadrill Pegasus Pte Ltd;5599158;Laid-Up;Seadrill Management Ltd;5747591;0;2011
8770780;CHIHUAHUA;;;;;;55,78;55,780;0,000;2011-10;0;3ECY6;AB;United Arab Emirates;3703;2011-10;7,62;0;Chihuahua Jackup SA de CV;5662244;20200223;5,330;0;Unknown;;Non-Propelled;;0;;;0;;Panama;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;  Unknown;;6982;2008-08;0,000;2018-11-01;2009-04;62,790;354901000;Compania Perforadora Mexico SA;3005954;2008-07;Non-Propelled;0;Chihuahua Jackup SA de CV;5662244;0;;;0;0,00;Drilling Rig, jack up;;MIS;UAE006050;Compania Perforadora Mexico SA;3005954;In Service/Commission;Chihuahua Jackup SA de CV;5662244;0;2011
8770792;ZACATECAS;;;;;;55,78;0,000;55,780;2012-06;0;3FJQ5;LR;United Arab Emirates;3432;2012-06;7,62;0;Zacatecas Jackup SA de CV;5696025;;5,370;0;Unknown;;Non-Propelled;;0;;;0;;Panama;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;  Unknown;;6982;2008-10;0,000;2018-12-14;2011-04;62,790;371481000;Zacatecas Jackup SA de CV;5696025;2008-01;Non-Propelled;0;Zacatecas Jackup SA de CV;5696025;0;;;0;0,00;Drilling Rig, jack up;;MIS;UAE006050;Zacatecas Jackup SA de CV;5696025;In Service/Commission;Zacatecas Jackup SA de CV;5696025;0;2012
8770807;MENADRILL I;;;;;;55,76;55,780;55,760;2010-11;0;HOPQ;AB;United Arab Emirates;0;2010-11;7,62;0;  Unknown;9991001;20190629;0,000;0;Unknown;;Non-Propelled;;0;;;0;;Panama;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;  Unknown;;6978;2009-03;0,000;2019-03-05;2010-04;62,790;;MENAdrill Investment Co;4145807;2008-07;Non-Propelled;0;MENAdrill Investment Co;4145807;0;;;0;0,00;Drilling Rig, jack up;;MIS;UAE006050;MENAdrill Investment Co;4145807;In Service/Commission;  Unknown;9991001;0;2010
8770819;MENADRILL II;;;;;;55,78;55,780;0,000;2011-03;0;3FTN;AB;United Arab Emirates;0;2011-03;7,62;0;  Unknown;9991001;20160322;0,000;0;Unknown;;Non-Propelled;;0;;;0;;Panama;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;  Unknown;;6978;2009-06;0,000;2019-03-05;2010-07;59,745;;MENAdrill Investment Co;4145807;2008-07;Non-Propelled;0;MENAdrill Investment Co;4145807;0;;;0;0,00;Drilling Rig, jack up;;MIS;UAE006050;MENAdrill Investment Co;4145807;In Service/Commission;  Unknown;9991001;0;2011
8770821;WEST CAPRICORN;;;;;;78,68;90,400;78,680;2011-12;0;3FCB;AB;Singapore;20570;2011-12;36;0;Seadrill Management Ltd;5747591;20190312;17,000;280;Caterpillar Inc - USA;12;Caterpillar;C280-12;300;4;Oil;8;1000;Panama;4360,00;0,00;0,00;0,00;Distillate Fuel;Not Applicable;0;Seadrill Ltd;Norway;30147;2009-09;0,000;2019-02-07;2011-02;115,700;352683000;Seadrill Ltd;4102461;2008-06;Oil Engine(s), Electric Drive;0;Seabras Rig Holdco Kft;5662788;0;;;10110;7,00;Drilling Rig, semi Submersible;;Jurong Shipyard Pte Ltd;SNG001491;Seadrill Americas Inc;5526715;In Service/Commission;Seadrill Americas Inc;5526715;0;2011
8770845;MIDIA TERMINAL CALM BUOY;;;;;;0,00;0,000;0,000;2009-01;0;;LR;Unknown;0;2008-01;0;0;  Unknown;9991001;20190112;0,000;0;Unknown;;Non-Propelled;;0;;;0;;Romania;0,00;0,00;0,00;0,00;Not Applicable;Not Applicable;0;  Unknown;;0;;0,000;2017-10-12;;0,000;;Midia Marine Terminal Srl;5626480;2007-01;Non-Propelled;0;Midia Marine Terminal Srl;5626480;0;;;0;0,00;Mooring Buoy;;Builders unknown;UNK000015;Midia Marine Terminal Srl;5626480;In Service/Commission;Midia Marine Terminal Srl;5626480;0;2009
