IMO/LR/IHS No.;Name of Ship;Aux. Engine Builder;Aux. Engine Design;Aux. Engine Model;Aux. Engine Stroke Type;Aux. Engine Total KW;Breadth;Breadth Extreme;Breadth Moulded;Built;Cabins;Callsign;Class;Country of Build;Deadweight;Delivery Date;Depth;Displacement;DOC Company;DOC Company Code;Docking Survey;Draught;Engine Bore;Engine Builder;Engine Cylinders;Engine Design;Engine Model;Engine Stroke;Engine Stroke Type;Engine Type;Engines Number;Engines RPM;Flag;Fuel Capacity 1;Fuel Capacity 2;Fuel Consumption Main Engines;Fuel Consumption Total;Fuel Type 1;Fuel Type 2;Gas Capacity;Group Owner;Group Owner Code;GT;Keel Laid;Keel To Mast Height;Last Update;Launch Date;Length;MMSI;Operator;Operator Code;Order Date;Propulsion Type;Reefer Points;Registered Owner;Registered Owner Code;RORO Lanes Number;Sale Date;Sale Price (US$);Segregated Ballast Capacity;Service Speed;Ship Type;Ship Type Group;Shipbuilder;Shipbuilder Code;Shipmanager;Shipmanager Code;Status;Technical Manager;Technical Manager Code;TEU;Year
9083249;PINTA;;;;;0;18,4;18,456;18,4;1995-06;0;ORWK;BV;Romania;5505;1995-06;6,05;7545;Dredging & Maritime Management;1779238;20200506;4,79;256;Anglo Belgian Corp NV (ABC) - Belgium;6;A.B.C.;6DZC;310;4;Oil;2;1000;Belgium;0;0;10;10,5;Distillate Fuel;Residual Fuel;0;Jan De Nul NV;178005;3258;1994-03;24;43825;1995-03;89,66;205175000;Dredging & Contracting;954902;1994-00;Oil Engine(s), Geared Drive;0;Taillevent SA;6075206;0;;;0;9,8;Trailing Suction Hopper Dredger;;Galati;RUM002011;Dredging & Contracting;954902;In Service/Commission;Dredging & Maritime Management;1779238;0;1995
9085467;RUYTER;;;;;0;11,5;0;11,5;1994-03;0;PGZJ;BV;Netherlands;2800;1994-03;5,1;0;Terneuzen BV;5003781;20190325;4,29;170;Caterpillar Inc - USA;16;Caterpillar;3516TA;190;4;Oil;1;1600;Netherlands;83;0;0;0;Distillate Fuel;Not Applicable;0;de Hoop;601261;1455;1993-10;0;43810;1994-01;82;245231000;Terneuzen BV;5003781;1993-09;Oil Engine(s), Geared Drive;0;Noordzee Zand BV;5386714;0;;;0;11,1;Hopper/Dredger (unspecified);;Barkmeijer Stroobos;NTH140041;Terneuzen BV;5003781;In Service/Commission;Terneuzen BV;5003781;0;1994
9093828;BENCO 8;;;;;;12;0;12;1996-01;0;;;Korea, South;1700;1996-01;4,6;0;Benco Maritime Pte Ltd;5323760;;0;137;Caterpillar Inc - USA;12;Caterpillar;3412TA;152;4;Oil;2;1800;Unknown;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;Benco Maritime Pte Ltd;5323760;878;;0;43787;;60;;Benco Maritime Pte Ltd;5323760;1994-01;Oil Engine(s), Geared Drive;0;Benco Maritime Pte Ltd;5323760;0;;;0;8;Trailing Suction Hopper Dredger;;Kuseung Engineering Co;KRS133050;Benco Maritime Pte Ltd;5323760;In Service/Commission;Benco Maritime Pte Ltd;5323760;0;1996
9096284;TIE BA;;;;;;17;0;17;2006-04;0;;;China, People's Republic Of;5574;2006-04;8,2;0;  Unknown;9991001;;6,45;300;Wuxi Antai Power Machinery Co Ltd - China;8;Chinese Std. Type;G8300ZC;380;4;Oil;2;500;Iraq;0;0;0;0;Distillate Fuel;Residual Fuel;0;Iraq Govt;550932;4275;2005-02;0;43790;;99,6;;Iraq Govt Ports;104056;2005-01;Oil Engine(s), Geared Drive;0;Iraq Govt Ports;104056;0;;;0;11;Suction Dredger;;Zhoushan Dinghai Cezi Shipyard;CHR310050;Iraq Govt Ports;104056;In Service/Commission;  Unknown;9991001;0;2006
9096935;NAVAYUGA 1;;;;;;19,8;0;19,8;2007-01;0;AUWA;;China, People's Republic Of;2173;2007-01;9,6;0;  Unknown;9991001;;7;320;Wuxi Antai Power Machinery Co Ltd - China;8;Chinese Std. Type;GN8320ZC;380;4;Oil;2;600;India;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;KNK Ship Management Pvt Ltd;1858161;6520;;0;43682;;114,5;419077500;KNK Ship Management Pvt Ltd;1858161;2006-01;Oil Engine(s), Geared Drive;0;Navayuga Engineering Co Ltd;5365174;0;;;0;0;Suction Dredger;;Zhoushan Qifan Shiprepair;CHR153050;KNK Ship Management;1858161;In Service/Commission;KNK Ship Management;1858161;0;2007
9098347;FORT BOYARD;CUMMINS ENGINE CO;CUMMINS;;;80;10,5;0;10,5;2002-04;0;FGA6174;BV;France;540;2002-04;3,5;0;  Unknown;9991001;20190926;3,16;159;Cummins Engine Co Ltd - United Kingdom;6;Cummins;KT-19-M;159;4;Oil;2;1800;France;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;472;;0;43787;;45,7;227009750;Charente Maritime;4007882;1999-01;Oil Engine(s), Geared Drive;0;Charente Maritime;4007882;0;;;0;9;Suction Hopper Dredger;;SEEM;FRA156062;Charente Maritime;4007882;In Service/Commission;  Unknown;9991001;0;2002
9098359;TREZENCE;;;;;0;6,85;0;6,85;1999-07;0;FW8662;BV;France;126;1999-07;2,3;0;  Unknown;9991001;;1,7;114;Cummins Engine Co Inc - USA;6;Cummins;6CTA8.3-M;135;4;Oil;2;2400;France;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;104;;0;43578;;28;227313860;Charente Maritime;4007882;1996-01;Oil Engine(s), Geared Drive;0;Charente Maritime;4007882;0;;;0;7,5;Suction Hopper Dredger;;SEEM;FRA156062;Charente Maritime;4007882;In Service/Commission;  Unknown;9991001;0;1999
9098969;JOHANNIS DE RIJKE;;;;;85;11,12;11,13;11,12;2007-07;0;PBPO;BV;Netherlands;1562;2007-07;4,5;0;Van Oord Ship Management BV;5243171;;3,65;137;Caterpillar Inc - USA;6;Caterpillar;3406;165;4;Oil;2;1800;Netherlands;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;Van Oord NV;180712;869;;0;43930;;54,8;246324000;Van Oord NV;180712;2005-07;Oil Engine(s), Geared Drive;0;Van Oord Overig Materieel I BV;5206241;0;;;0;0;Hopper/Dredger (unspecified);;Donge;NTH210043;Van Oord Ship Management BV;5243171;Laid-Up;Van Oord Ship Management BV;5243171;0;2007
9098971;JOHAN VAN VEEN;;;;;85;11,12;11,13;11,12;2007-09;0;PBPP;BV;Netherlands;1562;2007-09;4,5;0;Van Oord Ship Management BV;5243171;20200313;3,65;137;Caterpillar Inc - USA;8;Caterpillar;3408C;152;4;Oil;2;1800;Netherlands;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;Van Oord NV;180712;869;;0;43944;;54,8;246345000;Van Oord NV;180712;2005-09;Oil Engine(s), Geared Drive;0;Van Oord Overig Materieel I BV;5206241;0;;;0;0;Hopper/Dredger (unspecified);;Donge;NTH210043;Van Oord Ship Management BV;5243171;In Service/Commission;Van Oord Ship Management BV;5243171;0;2007
9099080;MARIE JEANNE;;;;;;8,41;0;8,41;1984-08;0;FT7034;;France;462;1984-08;3,21;0;  Unknown;9991001;;2,32;114;Caterpillar Tractor Co - USA;8;Caterpillar;3208TA;127;4;Oil;2;2800;France;0;0;0;0;Yes, But Type Not Known;Not Applicable;0;  Unknown;9991001;298;;0;42754;1983-12;39,23;660000990;France Govt;846580;1982-08;Oil Engine(s), Geared Drive;0;France Govt Reunion SED;5389912;0;;;0;6,5;Grab Hopper Dredger;;France Unknown;FRA000017;France Govt Reunion SED;5389912;In Service/Commission;  Unknown;9991001;0;1984
